transaction_id,period_id,geo_id,sku_id,units_sold,volume_sold_std,value_sold_local,value_sold_usd,is_promotion,distribution_points
100053,202411,13,5000,31174,7793.5,19413.81,138670.06,False,99
100054,202412,5,5000,47200,11800.0,179517.04,164694.53,False,52
100055,202309,12,5000,46699,11674.75,2555.32,212943.21,True,50
100056,202306,7,5000,2047,511.75,10624.15,9746.93,False,99
100057,202202,16,5000,49469,12367.25,11297.19,213154.54,False,73
100058,202405,21,5000,40497,10124.25,190162.9,174461.38,False,98
100059,202402,11,5000,21866,5466.5,4890.55,84319.91,True,98
100060,202306,8,5000,4173,1043.25,10730.28,14500.38,False,72
100061,202305,10,5000,6136,1534.0,4345.4,21727.02,True,73
100062,202308,6,5000,47164,11791.0,207098.55,189998.67,True,88
100063,202410,23,5000,6228,1557.0,31490.01,27382.62,True,87
100064,202311,4,5000,31345,7836.25,793.17,116642.21,False,96
100065,202212,6,5000,28277,7069.25,121947.19,111878.16,True,96
100066,202304,19,5000,1624,406.0,1909.73,7073.08,False,76
100067,202203,24,5000,34752,8688.0,3887.65,138844.7,True,63
100068,202211,16,5000,13305,3326.25,3088.02,58264.6,False,97
100069,202207,10,5000,10365,2591.25,6995.64,34978.22,True,67
100070,202203,8,5000,28903,7225.75,81059.43,109539.77,False,76
100071,202409,4,5000,39632,9908.0,1163.13,171048.25,False,73
100072,202401,8,5000,36239,9059.75,91001.15,122974.52,True,78
100073,202311,19,5000,44069,11017.25,54642.55,202379.8,True,58
100074,202301,17,5000,46243,11560.75,157.41,143097.69,False,59
100075,202402,1,5000,34894,8723.5,129659.64,129659.64,False,53
100076,202209,22,5000,47535,11883.75,20025.1,208594.77,True,83
100077,202308,23,5000,14755,3688.75,83165.62,72317.93,False,81
100078,202203,12,5000,47664,11916.0,2269.38,189115.41,True,67
100079,202203,2,5000,45055,11263.75,269967.24,212572.63,False,62
100080,202303,21,5000,35556,8889.0,156248.52,143347.26,False,92
100081,202409,23,5000,42245,10561.25,221850.27,192913.28,False,88
100082,202302,22,5000,16376,4094.0,7532.11,78459.52,True,87
100083,202406,9,5000,22362,5590.5,51486.94,79210.67,False,63
100084,202402,17,5000,44982,11245.5,233.19,211990.86,False,82
100085,202204,16,5000,11454,2863.5,2136.95,40319.77,False,91
100086,202401,15,5000,8731,2182.75,2.54,39723.82,True,78
100087,202210,1,5000,42820,10705.0,176758.84,176758.84,True,58
100088,202402,10,5000,42505,10626.25,33192.68,165963.4,True,82
100089,202302,5,5000,44450,11112.5,180546.78,165639.25,True,91
100090,202304,23,5000,2227,556.75,11049.73,9608.46,True,94
100091,202308,7,5000,38222,9555.5,185415.14,170105.63,True,66
100092,202208,20,5000,18585,4646.25,2031.47,61559.63,True,63
100093,202306,13,5000,46759,11689.75,30181.29,215580.63,True,79
100094,202306,24,5000,42017,10504.25,5002.31,178653.85,False,58
100095,202208,5,5000,18664,4666.0,80526.86,73877.86,True,88
100096,202311,7,5000,35730,8932.5,144863.93,132902.69,False,77
100097,202209,15,5000,1400,350.0,0.38,5936.29,False,67
100098,202406,13,5000,21019,5254.75,9356.19,66829.89,False,79
100099,202303,16,5000,17948,4487.0,3155.14,59530.92,True,86
100100,202410,5,5000,9403,2350.75,36928.86,33879.69,True,54
100101,202309,5,5000,45048,11262.0,232175.28,213004.85,True,64
100102,202405,10,5000,18039,4509.75,12011.25,60056.23,True,85
100103,202312,22,5000,25215,6303.75,8278.35,86232.8,False,64
100104,202402,9,5000,48203,12050.75,140192.59,215680.91,False,58
100105,202205,3,5000,47186,11796.5,184407.23,169180.94,True,51
100106,202206,15,5000,15354,3838.5,4.31,67409.46,False,83
100107,202203,22,5000,15274,3818.5,4399.63,45829.43,False,60
100108,202205,11,5000,18369,4592.25,3979.66,68614.81,False,70
100109,202309,1,5000,37062,9265.5,168475.58,168475.58,False,53
100110,202307,19,5000,42708,10677.0,53716.82,198951.17,True,66
100111,202306,12,5000,6911,1727.75,290.5,24208.38,False,73
100112,202306,17,5000,9971,2492.75,46.82,42565.34,False,78
100113,202309,7,5000,12218,3054.5,42080.99,38606.41,False,82
100114,202205,17,5000,44627,11156.75,173.98,158162.1,True,61
100115,202204,1,5000,40517,10129.25,167578.54,167578.54,True,76
100116,202308,22,5000,40975,10243.75,19025.92,198186.71,True,95
100117,202208,12,5000,30621,7655.25,1488.83,124069.12,False,61
100118,202305,7,5000,42499,10624.75,223063.19,204645.13,False,56
100119,202209,13,5000,18069,4517.25,10150.84,72506.0,True,55
100120,202411,2,5000,19131,4782.75,101198.15,79683.58,True,59
100121,202202,14,5000,22532,5633.0,55.34,73786.87,False,73
100122,202310,23,5000,45257,11314.25,185666.08,161448.76,False,78
100123,202211,1,5000,33347,8336.75,113308.47,113308.47,False,65
100124,202209,7,5000,43741,10935.25,179016.67,164235.48,True,95
100125,202402,8,5000,33040,8260.0,79881.81,107948.39,False,90
100126,202402,4,5000,40754,10188.5,1196.13,175901.08,False,98
100127,202406,16,5000,49133,12283.25,10465.91,197470.02,True,86
100128,202207,24,5000,7222,1805.5,909.14,32469.12,False,85
100129,202301,6,5000,46863,11715.75,216015.11,198179.0,True,68
100130,202304,14,5000,11421,2855.25,31.92,42557.93,True,59
100131,202306,6,5000,43266,10816.5,208171.87,190983.37,True,84
100132,202205,19,5000,14055,3513.75,15457.41,57249.68,True,51
100133,202308,8,5000,5505,1376.25,18517.64,25023.84,True,84
100134,202305,10,5000,36789,9197.25,34672.21,173361.03,True,58
100135,202205,22,5000,24197,6049.25,8101.75,84393.28,True,94
100136,202309,22,5000,45020,11255.0,15552.53,162005.52,False,97
100137,202410,10,5000,5299,1324.75,4358.2,21790.99,False,98
100138,202406,18,5000,41705,10426.25,58448.53,216476.05,True,59
100139,202302,23,5000,40189,10047.25,192880.24,167721.95,False,83
100140,202307,14,5000,14483,3620.75,46.56,62073.98,True,60
100141,202210,21,5000,21836,5459.0,87367.18,80153.38,True,84
100142,202212,13,5000,23776,5944.0,11517.04,82264.59,True,62
100143,202202,3,5000,46378,11594.5,236306.45,216794.91,False,95
100144,202410,2,5000,47963,11990.75,278444.92,219247.97,False,99
100145,202308,23,5000,32116,8029.0,123828.7,107677.13,True,69
100146,202208,1,5000,31456,7864.0,109997.92,109997.92,False,54
100147,202205,13,5000,41641,10410.25,22734.59,162389.93,False,50
100148,202303,16,5000,27595,6898.75,4759.49,89801.71,False,62
100149,202409,20,5000,36456,9114.0,5020.71,152142.87,True,80
100150,202411,15,5000,4178,1044.5,1.2,18744.78,False,66
100151,202308,3,5000,27616,6904.0,124204.32,113948.92,True,61
100152,202407,10,5000,38805,9701.25,29200.97,146004.85,False,62
100153,202206,9,5000,3683,920.75,9281.17,14278.72,True,86
100154,202212,3,5000,28515,7128.75,120363.86,110425.56,False,88
100155,202412,22,5000,6552,1638.0,2638.76,27487.12,True,99
100156,202306,5,5000,49332,12333.0,204395.12,187518.46,True,94
100157,202205,24,5000,33606,8401.5,4028.26,143866.59,True,91
100158,202407,6,5000,37398,9349.5,149135.16,136821.25,False,68
100159,202308,4,5000,9658,2414.5,283.47,41687.3,True,74
100160,202410,15,5000,26466,6616.5,6.54,102167.38,True,62
100161,202205,7,5000,23659,5914.75,85851.98,78763.28,False,94
100162,202407,10,5000,8954,2238.5,9012.21,45061.05,False,84
100163,202310,2,5000,26050,6512.5,125026.68,98446.21,False,52
100164,202210,4,5000,45792,11448.0,1009.49,148455.12,True,59
100165,202205,16,5000,34365,8591.25,8444.75,159334.9,False,94
100166,202302,19,5000,19664,4916.0,22677.02,83988.95,True,74
100167,202412,3,5000,33228,8307.0,159018.17,145888.23,False,82
100168,202403,2,5000,22774,5693.5,125395.86,98736.9,True,96
100169,202405,9,5000,10117,2529.25,23112.68,35557.98,False,62
100170,202305,9,5000,34811,8702.75,103603.55,159390.08,True,93
100171,202401,6,5000,10852,2713.0,43492.66,39901.52,False,75
100172,202212,14,5000,38781,9695.25,115.14,153521.26,False,92
100173,202306,9,5000,33497,8374.25,94349.43,145152.96,False,74
100174,202203,15,5000,33878,8469.5,7.17,112087.23,True,69
100175,202210,16,5000,44156,11039.0,7459.99,140754.44,True,88
100176,202401,21,5000,23856,5964.0,99976.96,91721.98,False,50
100177,202412,19,5000,26488,6622.0,27340.04,101259.39,True,75
100178,202202,13,5000,42569,10642.25,21524.44,153745.97,False,53
100179,202407,7,5000,45566,11391.5,174377.62,159979.47,True,64
100180,202203,12,5000,9668,2417.0,532.87,44406.22,True,86
100181,202212,17,5000,45192,11298.0,209.87,190793.75,True,63
100182,202404,13,5000,18227,4556.75,11489.27,82066.21,True,93
100183,202405,18,5000,12998,3249.5,12395.41,45908.92,False,89
100184,202411,18,5000,24348,6087.0,21187.89,78473.66,False,88
100185,202309,6,5000,37826,9456.5,137081.26,125762.62,True,77
100186,202405,11,5000,39228,9807.0,11233.07,193673.57,True,97
100187,202409,18,5000,34306,8576.5,45747.13,169433.83,False,91
100188,202303,11,5000,10126,2531.5,2405.55,41474.99,False,56
100189,202304,5,5000,7246,1811.5,36168.44,33182.05,False,50
100190,202301,3,5000,8631,2157.75,31423.6,28828.99,True,90
100191,202408,6,5000,48669,12167.25,214985.9,197234.77,True,64
100192,202405,5,5000,14883,3720.75,51779.88,47504.48,True,72
100193,202206,6,5000,30501,7625.25,157452.07,144451.44,False,54
100194,202412,14,5000,29836,7459.0,101.81,135750.81,True,86
100195,202204,4,5000,40685,10171.25,1138.29,167395.44,False,57
100196,202309,21,5000,13744,3436.0,60208.82,55237.45,True,76
100197,202306,7,5000,37548,9387.0,179807.0,164960.55,True,54
100198,202301,24,5000,34242,8560.5,3727.1,133110.79,True,55
100199,202206,6,5000,37535,9383.75,149012.29,136708.52,True,61
100200,202306,11,5001,9108,3643.2000000000003,1769.49,30508.53,False,92
100201,202302,4,5001,42367,16946.8,1263.6,185823.54,False,71
100202,202209,9,5001,31325,12530.0,82019.6,126184.0,False,68
100203,202211,6,5001,46367,18546.8,177637.33,162970.02,True,97
100204,202409,9,5001,15469,6187.6,44967.85,69181.31,False,86
100205,202401,22,5001,21208,8483.2,8956.9,93301.05,True,63
100206,202402,24,5001,41804,16721.600000000002,4671.7,166846.42,False,64
100207,202204,15,5001,41443,16577.2,10.67,166720.65,False,69
100208,202208,23,5001,3305,1322.0,17965.25,15621.96,True,70
100209,202311,20,5001,30162,12064.800000000001,3622.94,109786.12,True,57
100210,202302,10,5001,6687,2674.8,5641.67,28208.34,False,89
100211,202303,23,5001,18820,7528.0,78281.22,68070.62,False,56
100212,202304,6,5001,28578,11431.2,144162.19,132258.89,True,78
100213,202304,20,5001,8139,3255.6000000000004,829.73,25143.38,True,74
100214,202204,9,5001,30325,12130.0,70916.79,109102.75,True,68
100215,202206,9,5001,27587,11034.800000000001,57009.48,87706.89,False,67
100216,202406,5,5001,17152,6860.8,66035.12,60582.68,False,69
100217,202402,4,5001,31365,12546.0,822.77,120995.52,True,91
100218,202209,15,5001,38563,15425.2,11.06,172742.5,False,100
100219,202307,10,5001,44354,17741.600000000002,30203.26,151016.3,True,52
100220,202403,13,5001,47699,19079.600000000002,30269.06,216207.54,True,95
100221,202301,5,5001,16911,6764.400000000001,85934.8,78839.27,False,66
100222,202212,20,5001,29502,11800.800000000001,3372.99,102211.87,False,74
100223,202403,6,5001,33507,13402.800000000001,125487.03,115125.72,False,94
100224,202208,18,5001,46507,18602.8,63933.6,236791.12,True,65
100225,202210,18,5001,23974,9589.6,26690.11,98852.24,False,85
100226,202311,15,5001,17414,6965.6,5.0,78162.21,False,95
100227,202308,6,5001,39317,15726.800000000001,161658.96,148310.97,False,96
100228,202405,20,5001,21872,8748.800000000001,3329.09,100881.54,True,80
100229,202310,24,5001,40825,16330.0,3947.69,140988.87,True,53
100230,202203,19,5001,21300,8520.0,22646.68,83876.61,True,66
100231,202412,17,5001,40556,16222.400000000001,141.21,128369.08,False,97
100232,202405,5,5001,18205,7282.0,88527.74,81218.11,True,99
100233,202201,5,5001,22265,8906.0,96507.4,88538.9,False,92
100234,202303,10,5001,1038,415.20000000000005,665.64,3328.2,False,54
100235,202208,15,5001,25563,10225.2,7.6,118687.37,False,95
100236,202410,7,5001,31964,12785.6,127003.84,116517.29,True,78
100237,202210,18,5001,3780,1512.0,4912.86,18195.78,False,99
100238,202406,14,5001,40397,16158.800000000001,145.33,193773.2,False,95
100239,202409,1,5001,47228,18891.2,181762.54,181762.54,True,99
100240,202305,21,5001,18312,7324.8,89247.53,81878.46,False,85
100241,202403,5,5001,44689,17875.600000000002,202962.79,186204.4,False,88
100242,202407,8,5001,38518,15407.2,102914.25,139073.31,False,91
100243,202301,19,5001,15545,6218.0,16360.85,60595.75,False,85
100244,202204,16,5001,9315,3726.0,1574.0,29698.08,False,74
100245,202407,21,5001,11156,4462.400000000001,55145.62,50592.31,True,67
100246,202205,2,5001,19009,7603.6,100258.6,78943.78,True,51
100247,202311,14,5001,47768,19107.2,119.9,159863.48,True,100
100248,202412,11,5001,7037,2814.8,1983.22,34193.47,False,71
100249,202301,17,5001,28127,11250.800000000001,123.83,112570.6,True,66
100250,202302,3,5001,18240,7296.0,65359.59,59962.93,False,79
100251,202202,22,5001,23094,9237.6,9587.59,99870.75,False,65
100252,202405,10,5001,31658,12663.2,23717.54,118587.72,True,96
100253,202310,13,5001,44585,17834.0,24517.85,175127.53,False,96
100254,202305,15,5001,45165,18066.0,10.45,163349.41,True,73
100255,202304,19,5001,46087,18434.8,52347.27,193878.76,False,51
100256,202305,11,5001,22981,9192.4,5144.42,88696.83,True,85
100257,202408,16,5001,37469,14987.6,7853.19,148173.49,True,82
100258,202307,3,5001,25407,10162.800000000001,101462.26,93084.64,False,76
100259,202201,10,5001,4972,1988.8000000000002,3655.98,18279.91,False,89
100260,202304,2,5001,20365,8146.0,100333.8,79002.99,True,78
100261,202209,22,5001,46043,18417.2,15804.31,164628.24,False,80
100262,202211,21,5001,30566,12226.400000000001,162908.22,149457.08,False,74
100263,202208,9,5001,15430,6172.0,46178.02,71043.1,False,56
100264,202207,9,5001,20138,8055.200000000001,50185.02,77207.72,False,61
100265,202301,21,5001,11564,4625.6,53046.49,48666.5,False,71
100266,202308,8,5001,35697,14278.800000000001,96975.08,131047.4,True,58
100267,202212,3,5001,31212,12484.800000000001,117764.75,108041.06,True,80
100268,202311,2,5001,43798,17519.2,269824.96,212460.6,True,74
100269,202304,17,5001,12830,5132.0,49.3,44816.52,True,81
100270,202205,8,5001,17314,6925.6,47845.47,64656.04,False,75
100271,202401,3,5001,8720,3488.0,33670.36,30890.23,True,63
100272,202410,7,5001,42925,17170.0,158840.0,145724.77,True,69
100273,202207,6,5001,20141,8056.400000000001,72731.52,66726.16,False,83
100274,202306,9,5001,44291,17716.4,115185.58,177208.58,True,84
100275,202208,2,5001,40957,16382.800000000001,192975.59,151949.28,False,69
100276,202411,23,5001,32260,12904.0,146127.48,127067.38,True,59
100277,202411,21,5001,6712,2684.8,33161.8,30423.67,False,81
100278,202404,21,5001,21036,8414.4,107714.93,98821.04,False,90
100279,202305,2,5001,9788,3915.2000000000003,58179.07,45810.3,True,62
100280,202303,15,5001,44693,17877.2,12.37,193222.38,False,75
100281,202204,5,5001,16463,6585.200000000001,57459.16,52714.83,True,90
100282,202408,8,5001,39106,15642.400000000001,138101.33,186623.42,False,62
100283,202312,4,5001,19721,7888.400000000001,569.83,83798.68,False,52
100284,202406,2,5001,35165,14066.0,172633.0,135931.5,False,94
100285,202205,23,5001,34345,13738.0,148012.6,128706.6,False,72
100286,202208,8,5001,8887,3554.8,23294.98,31479.7,True,70
100287,202303,3,5001,18881,7552.400000000001,99933.25,91681.88,True,57
100288,202402,6,5001,30562,12224.800000000001,143459.21,131613.96,False,69
100289,202302,24,5001,20841,8336.4,2321.42,82908.03,False,73
100290,202210,21,5001,33798,13519.2,152698.74,140090.59,False,93
100291,202405,17,5001,24386,9754.4,96.78,87980.25,True,95
100292,202209,5,5001,19967,7986.8,96248.32,88301.21,True,95
100293,202207,14,5001,27892,11156.800000000001,90.95,121263.22,True,57
100294,202207,18,5001,11238,4495.2,11404.09,42237.36,False,93
100295,202407,10,5001,13029,5211.6,10194.46,50972.32,False,91
100296,202208,11,5001,43486,17394.4,8246.56,142182.14,True,74
100297,202407,12,5001,44101,17640.4,2320.48,193373.19,False,65
100298,202412,12,5001,17748,7099.200000000001,1072.48,89373.75,True,80
100299,202311,6,5001,24605,9842.0,121348.86,111329.23,False,52
100300,202311,10,5001,43679,17471.600000000002,32812.55,164062.77,True,91
100301,202310,14,5001,48325,19330.0,169.56,226080.06,False,81
100302,202212,9,5001,17842,7136.8,52865.11,81330.94,False,90
100303,202303,5,5001,26336,10534.400000000001,114330.69,104890.54,False,98
100304,202304,12,5001,14594,5837.6,627.97,52331.09,False,85
100305,202409,4,5001,19851,7940.400000000001,704.66,103627.12,True,63
100306,202306,18,5001,19662,7864.8,25653.04,95011.27,True,91
100307,202301,21,5001,9034,3613.6000000000004,31891.06,29257.86,False,99
100308,202406,11,5001,23648,9459.2,6700.44,115524.75,True,53
100309,202405,14,5001,1612,644.8000000000001,6.21,8279.19,True,73
100310,202204,18,5001,23838,9535.2,25535.84,94577.17,False,66
100311,202211,24,5001,12847,5138.8,1294.74,46240.77,False,77
100312,202308,1,5001,9251,3700.4,33731.19,33731.19,False,75
100313,202406,13,5001,36527,14610.800000000001,17897.03,127835.9,True,56
100314,202306,4,5001,13314,5325.6,312.5,45956.16,True,87
100315,202309,6,5001,1221,488.40000000000003,5374.32,4930.56,True,80
100316,202207,14,5001,17738,7095.200000000001,52.52,70030.65,True,94
100317,202201,2,5001,37709,15083.6,176034.15,138609.57,True,76
100318,202205,13,5001,2830,1132.0,1505.94,10756.71,False,76
100319,202201,17,5001,20887,8354.800000000001,106.8,97089.57,True,51
100320,202307,16,5001,18212,7284.8,3256.52,61443.77,False,88
100321,202308,14,5001,43238,17295.2,133.39,177847.93,False,70
100322,202410,19,5001,46295,18518.0,48365.1,179130.01,True,67
100323,202301,23,5001,3757,1502.8000000000002,16603.34,14437.69,True,86
100324,202312,1,5001,17084,6833.6,62494.72,62494.72,True,74
100325,202304,1,5001,46793,18717.2,178580.05,178580.05,True,55
100326,202310,15,5001,6538,2615.2000000000003,1.35,21074.69,False,52
100327,202205,19,5001,48122,19248.8,48131.86,178266.16,True,79
100328,202206,4,5001,40161,16064.400000000001,892.28,131217.07,True,78
100329,202211,16,5001,6715,2686.0,1478.24,27891.41,False,87
100330,202207,6,5001,46278,18511.2,206959.73,189871.32,False,78
100331,202401,17,5001,26737,10694.800000000001,130.77,118883.1,True,63
100332,202207,9,5001,16493,6597.200000000001,35218.45,54182.23,False,74
100333,202301,24,5001,33660,13464.0,3991.86,142566.42,False,87
100334,202304,17,5001,45209,18083.600000000002,206.54,187760.96,False,90
100335,202404,12,5001,48086,19234.4,2630.29,219190.76,True,71
100336,202212,2,5001,41117,16446.8,207094.13,163066.25,False,76
100337,202411,19,5001,32523,13009.2,33871.57,125450.26,False,86
100338,202309,19,5001,43006,17202.4,55195.17,204426.55,False,60
100339,202212,21,5001,6155,2462.0,27178.55,24934.45,True,80
100340,202210,8,5001,39424,15769.6,113589.14,153498.84,True,97
100341,202311,18,5001,33810,13524.0,34502.07,127785.44,True,85
100342,202406,13,5001,46637,18654.8,26023.06,185878.99,True,69
100343,202406,10,5001,28114,11245.6,18418.21,92091.06,True,85
100344,202402,1,5001,27396,10958.400000000001,113536.71,113536.71,False,52
100345,202207,1,5001,15376,6150.400000000001,53645.0,53645.0,False,97
100346,202409,2,5001,28950,11580.0,146340.17,115228.48,True,88
100347,202402,9,5001,39390,15756.0,100749.0,154998.45,True,80
100348,202203,1,5001,36878,14751.2,148735.12,148735.12,False,68
100349,202306,22,5001,5898,2359.2000000000003,1977.42,20598.14,True,77
100350,202304,1,5001,41831,16732.4,152389.34,152389.34,False,87
100351,202405,3,5001,4463,1785.2,16708.98,15329.34,False,100
100352,202206,3,5001,30967,12386.800000000001,168010.72,154138.28,True,58
100353,202410,16,5001,42857,17142.8,6646.95,125414.23,False,91
100354,202404,14,5001,14675,5870.0,47.4,63198.45,True,67
100355,202411,6,5001,49171,19668.4,180010.52,165147.27,False,87
100356,202404,8,5001,1906,762.4000000000001,6778.0,9159.45,True,62
100357,202312,17,5001,9567,3826.8,41.47,37701.32,True,84
100358,202406,22,5001,27594,11037.6,8708.5,90713.57,False,59
100359,202206,17,5001,11545,4618.0,52.97,48150.11,False,59
100360,202201,23,5001,34756,13902.400000000001,146654.34,127525.51,True,65
100361,202404,5,5001,21832,8732.800000000001,112517.11,103226.71,True,72
100362,202412,23,5001,47736,19094.4,223042.01,193949.58,True,65
100363,202304,20,5001,21581,8632.4,2272.83,68873.75,True,58
100364,202302,24,5001,21418,8567.2,2642.53,94376.24,False,58
100365,202205,15,5001,13943,5577.200000000001,2.91,45529.86,True,99
100366,202407,9,5001,3293,1317.2,6478.41,9966.79,False,94
100367,202406,22,5001,3800,1520.0,1368.8,14258.36,False,96
100368,202304,12,5001,31123,12449.2,1719.33,143277.57,False,88
100369,202404,23,5001,18613,7445.200000000001,81787.23,71119.33,False,92
100370,202203,22,5001,5985,2394.0,2435.55,25370.35,True,85
100371,202301,15,5001,31925,12770.0,6.75,105456.08,False,62
100372,202408,14,5001,38298,15319.2,122.24,162981.92,False,69
100373,202202,18,5001,24976,9990.400000000001,20788.07,76992.84,True,89
100374,202402,7,5001,27631,11052.400000000001,130944.22,120132.31,True,85
100375,202305,24,5001,22039,8815.6,2271.47,81123.97,False,95
100376,202401,11,5001,27035,10814.0,7045.0,121465.47,True,97
100377,202407,10,5001,48227,19290.8,34937.55,174687.77,False,82
100378,202212,15,5001,44151,17660.4,9.91,154825.18,False,81
100379,202208,7,5001,40447,16178.800000000001,176329.12,161769.83,False,69
100380,202307,18,5001,31511,12604.400000000001,37373.18,138419.19,True,54
100381,202309,24,5001,15649,6259.6,1856.44,66301.42,True,96
100382,202308,9,5001,27200,10880.0,72177.58,111042.43,False,69
100383,202406,20,5001,5302,2120.8,879.86,26662.52,True,95
100384,202203,14,5001,2310,924.0,7.62,10156.31,True,66
100385,202408,5,5001,28297,11318.800000000001,98956.43,90785.71,False,62
100386,202403,14,5001,26870,10748.0,68.68,91566.87,True,56
100387,202205,4,5001,44513,17805.2,1222.19,179733.98,True,83
100388,202201,10,5001,30841,12336.400000000001,21635.92,108179.59,False,73
100389,202412,21,5001,32003,12801.2,141925.59,130206.97,True,93
100390,202301,6,5001,48525,19410.0,229063.09,210149.63,True,58
100391,202303,15,5001,9237,3694.8,2.23,34835.92,True,63
100392,202410,2,5001,3242,1296.8000000000002,14099.74,11102.16,True,88
100393,202410,13,5001,11474,4589.6,6481.66,46297.55,True,77
100394,202406,4,5001,36219,14487.6,1061.76,156141.48,True,83
100395,202409,8,5001,17626,7050.400000000001,47218.43,63808.69,True,91
100396,202411,9,5001,18473,7389.200000000001,53620.37,82492.88,False,79
100397,202401,3,5001,49716,19886.4,176768.68,162173.1,False,87
100398,202303,20,5001,26968,10787.2,3535.98,107150.99,True,81
100399,202303,16,5001,24782,9912.800000000001,4506.94,85036.61,True,83
100400,202404,20,5002,13508,1350.8000000000002,1921.03,58213.04,True,98
100401,202202,1,5002,15047,1504.7,87650.2,87650.2,False,59
100402,202306,23,5002,3403,340.3,21409.24,18616.73,True,92
100403,202308,14,5002,7327,732.7,30.5,40665.26,True,89
100404,202406,15,5002,41152,4115.2,10.16,158726.33,True,78
100405,202211,23,5002,29959,2995.9,150882.43,131202.11,False,93
100406,202308,12,5002,41718,4171.8,2531.13,210927.27,True,95
100407,202206,9,5002,40230,4023.0,115569.74,177799.6,True,56
100408,202304,13,5002,38788,3878.8,24534.78,175248.45,True,68
100409,202303,23,5002,16630,1663.0,116210.98,101053.02,False,83
100410,202305,14,5002,4667,466.70000000000005,18.8,25063.2,False,92
100411,202308,14,5002,44812,4481.2,174.57,232759.9,True,86
100412,202208,9,5002,5968,596.8000000000001,19265.03,29638.5,False,66
100413,202301,10,5002,24256,2425.6,23568.47,117842.33,True,78
100414,202201,23,5002,45041,4504.1,234728.53,204111.77,False,100
100415,202405,4,5002,21270,2127.0,794.09,116778.58,True,67
