summary_id,period_id,geo_id,market_def_id,total_market_value_usd,total_market_volume_std
90106,202201,22,903,322701.096,14269.5
90107,202201,22,904,183468.072,12293.76
90108,202201,23,900,432637.428,73099.38
90109,202201,23,901,903939.936,47221.920000000006
90110,202201,23,902,470760.324,27095.88
90111,202201,23,903,632562.8039999999,35288.219999999994
90112,202201,23,904,157220.316,20531.387999999995
90113,202201,24,900,412410.40799999994,24380.25
90114,202201,24,901,1357381.824,200689.68
90115,202201,24,902,1686680.076,96967.68
90116,202201,24,903,608686.44,95675.52
90117,202201,24,904,336893.952,16043.04
90118,202202,1,900,65868.15599999999,4927.44
90119,202202,1,901,211892.61599999998,20884.98
90120,202202,1,902,1004451.5519999999,88872.36
90121,202202,1,903,226610.69999999998,14851.583999999999
90122,202202,1,904,754220.928,100072.068
90123,202202,2,900,611792.796,47921.1
90124,202202,2,901,187512.3,4214.88
90125,202202,2,902,1080196.104,69598.38
90126,202202,2,903,1073967.852,143356.17599999998
90127,202202,2,904,843779.448,50586.689999999995
90128,202202,3,900,562353.144,50978.064
90129,202202,3,901,196437.372,99333.31199999999
90130,202202,3,902,767330.748,107438.22
90131,202202,3,903,507706.668,13092.444000000001
90132,202202,3,904,949957.8119999999,26768.448
90133,202202,4,900,148679.088,8414.574
90134,202202,4,901,388867.29600000003,20699.628
90135,202202,4,902,549319.416,43412.64000000001
90136,202202,4,903,1084637.868,50471.712
90137,202202,4,904,786318.1079999999,39471.9
90138,202202,5,900,570803.1,49293.971999999994
90139,202202,5,901,261222.0,37327.968
90140,202202,5,902,146548.704,20810.280000000002
90141,202202,5,903,569244.264,63211.56
90142,202202,5,904,269200.62,10318.8
90143,202202,6,900,434017.044,14940.27
90144,202202,6,901,876731.556,136426.92
90145,202202,6,902,666796.4759999999,47088.9
90146,202202,6,903,143594.532,49378.5
90147,202202,6,904,1007463.4199999999,56891.82
90148,202202,7,901,318138.168,23722.08
90149,202202,7,902,534014.6039999999,28526.58
90150,202202,7,903,117681.588,82777.73999999999
90151,202202,7,904,601497.996,168974.15999999997
90152,202202,8,900,256926.51599999997,64702.68
90153,202202,8,901,658711.536,55045.5
90154,202202,8,902,969605.124,60493.56
90155,202202,8,903,1101554.112,84196.2
90156,202202,8,904,337282.572,41006.7
90157,202202,9,900,256060.248,10440.960000000001
90158,202202,9,901,566468.94,17982.863999999998
90159,202202,9,902,324907.98000000004,43401.6
90160,202202,9,903,497269.176,51582.888000000006
90161,202202,9,904,103198.056,7981.68
90162,202202,10,900,976379.4359999999,138449.28
90163,202202,10,901,448785.0,85850.07
90164,202202,10,902,1105967.472,128709.36
90165,202202,10,903,1065060.288,36369.9
90166,202202,10,904,518888.256,25127.64
90167,202202,11,900,747688.236,56711.574
90168,202202,11,901,135395.448,3855.168
90169,202202,11,902,130467.81599999999,15088.02
90170,202202,11,903,963788.172,85748.57999999999
90171,202202,11,904,628742.7359999999,71038.14
90172,202202,12,900,98827.116,20228.160000000003
90173,202202,12,901,214986.88799999998,21555.899999999998
90174,202202,12,902,920477.748,92290.00799999999
90175,202202,12,903,828322.944,134585.16
90176,202202,12,904,401680.008,109600.56
90177,202202,13,900,976892.736,95767.96200000001
90178,202202,13,901,459432.612,33495.96
90179,202202,13,902,562222.188,43227.6
90180,202202,13,903,94750.044,29051.1
90181,202202,13,904,671788.4159999999,222226.212
90182,202202,14,900,688456.764,146911.13999999998
90183,202202,14,901,169743.64800000002,10767.48
90184,202202,14,902,1004213.448,46069.583999999995
90185,202202,14,903,506085.324,94026.21599999999
90186,202202,14,904,474642.456,78734.7
90187,202202,15,900,380277.18,21952.182
90188,202202,15,901,752700.5519999999,44385.9
90189,202202,15,902,105463.392,6179.664
90190,202202,15,903,40956.204,6568.056
90191,202202,15,904,1247801.772,51232.92
90192,202202,16,900,914257.38,137034.9
90193,202202,16,901,838456.1519999999,72178.542
90194,202202,16,902,453317.82,16077.119999999999
90195,202202,16,903,508898.56799999997,133851.18
90196,202202,16,904,1051654.98,151135.644
90197,202202,17,900,202729.33199999997,18609.96
90198,202202,17,901,210466.74000000002,4856.4
90199,202202,17,902,367881.876,63262.92
90200,202202,17,903,1026470.676,81275.328
90201,202202,17,904,478108.644,78541.68
90202,202202,18,900,431182.656,91522.5
90203,202202,18,901,671485.98,29555.519999999997
90204,202202,18,902,337804.8,39717.0
90205,202202,18,903,481112.51999999996,100725.34800000001
90206,202202,18,904,360620.22,100140.96
90207,202202,19,900,900763.26,150933.93
90208,202202,19,901,677664.024,55721.64000000001
90209,202202,19,902,526476.576,51412.932
90210,202202,19,903,787359.096,24439.68
90211,202202,19,904,835720.032,41038.308
90212,202202,20,900,279990.684,40889.1
90213,202202,20,901,481674.132,27810.899999999998
90214,202202,20,902,322924.18799999997,16811.58
90215,202202,20,903,791787.3960000001,93172.536
90216,202202,20,904,732993.7320000001,56917.35
90217,202202,21,900,298051.66799999995,62158.92
90218,202202,21,902,399378.012,46986.24
90219,202202,21,903,994965.912,62464.644
90220,202202,21,904,1607848.176,160441.42799999999
90221,202202,22,900,1281162.06,167793.792
90222,202202,22,901,409671.72,23949.798
90223,202202,22,902,813337.9319999999,84276.864
90224,202202,22,903,209167.752,11739.75
90225,202202,22,904,1806308.844,116744.196
90226,202202,23,900,94519.2,3588.852
90227,202202,23,901,1349417.88,170385.47999999998
90228,202202,23,902,1513540.152,262766.82
90229,202202,23,903,852327.588,19587.528
90230,202202,23,904,1803102.4919999999,92701.98
90231,202202,24,900,266821.53599999996,25712.172000000002
90232,202202,24,901,22170.864,558.5759999999999
90233,202202,24,902,81454.836,12660.636
90234,202202,24,903,470849.496,26450.028000000002
90235,202202,24,904,370457.07599999994,105217.26
90236,202203,1,900,534794.292,78125.51999999999
90237,202203,1,901,260347.23599999998,24007.398
90238,202203,1,902,1139665.2959999999,143876.568
90239,202203,1,903,824421.864,89525.09999999999
90240,202203,1,904,818789.1960000001,177382.908
90241,202203,2,900,526907.172,38037.96
90242,202203,2,901,556248.816,120970.36200000001
90243,202203,2,902,380268.744,38857.68
90244,202203,2,903,475491.348,23684.399999999998
90245,202203,2,904,1317111.408,152820.88199999998
90246,202203,3,901,388150.884,30389.688000000006
90247,202203,3,902,444583.212,21698.04
90248,202203,3,903,535222.584,46228.08
90249,202203,3,904,1164286.3679999998,81154.32
90250,202203,4,900,179202.16799999998,101803.32
90251,202203,4,901,1282354.32,167359.44
90252,202203,4,902,320323.332,48186.972
90253,202203,4,903,618829.0199999999,173079.84
90254,202203,4,904,319685.748,17123.399999999998
90255,202203,5,900,426498.168,66429.396
90256,202203,5,901,218673.09600000002,13762.080000000002
90257,202203,5,902,954161.0279999999,117532.536
90258,202203,5,903,605200.044,72451.812
90259,202203,5,904,301832.544,101812.11
90260,202203,6,900,294644.424,23708.67
90261,202203,6,901,1117384.1039999998,85368.12599999999
90262,202203,6,902,377528.45999999996,60422.256
90263,202203,6,903,406400.196,81283.788
90264,202203,6,904,719980.272,47723.58
90265,202203,7,900,1115292.156,144360.348
90266,202203,7,901,1204701.948,91902.0
90267,202203,7,902,954337.668,83659.37999999999
90268,202203,7,903,53911.38,4325.28
90269,202203,7,904,889439.8439999999,113284.34999999999
90270,202203,8,900,739725.396,76993.908
90271,202203,8,901,544809.4199999999,46800.840000000004
90272,202203,8,902,332141.44800000003,39745.98
90273,202203,8,903,222046.044,60353.496
90274,202203,8,904,411523.836,41338.5
90275,202203,9,900,275236.44,12834.456
90276,202203,9,902,228576.036,17326.788
90277,202203,9,903,1408154.46,117932.93999999999
90278,202203,9,904,559298.6159999999,109299.09
90279,202203,10,900,1056808.692,140847.6
90280,202203,10,901,517386.336,45323.1
90281,202203,10,902,909641.2559999999,46078.68
90282,202203,10,903,233435.69999999998,36433.44
90283,202203,10,904,1287851.676,47454.810000000005
90284,202203,11,900,881083.056,39707.634
90285,202203,11,901,531083.9639999999,19885.8
90286,202203,11,902,201283.18800000002,16591.74
90287,202203,11,903,1333295.76,73980.636
90288,202203,11,904,281295.132,47129.304
90289,202203,12,900,547106.9759999999,113608.32
90290,202203,12,901,390085.2,33174.564
90291,202203,12,902,583732.092,77408.64
90292,202203,12,904,237208.956,20486.7
90293,202203,13,900,910270.4759999999,51829.38
90294,202203,13,901,920330.8439999999,53684.46
90295,202203,13,902,880450.08,95158.73999999999
90296,202203,13,903,680725.6799999998,163797.912
90297,202203,13,904,1289515.992,85284.96
90298,202203,14,900,850867.5719999999,45221.916
90299,202203,14,901,647438.436,37170.912000000004
90300,202203,14,902,466393.068,20854.68
90301,202203,14,903,165181.75199999998,11681.279999999999
90302,202203,14,904,613709.9159999999,16540.5
90303,202203,15,900,1148345.6879999998,150281.1
90304,202203,15,901,780192.0480000001,43172.808
90305,202203,15,902,655829.8080000001,37393.5
90306,202203,15,903,880393.6079999999,107702.57999999999
90307,202203,15,904,549995.232,145005.0
90308,202203,16,900,439830.8399999999,47321.64000000001
90309,202203,16,901,1016067.4319999999,48589.560000000005
90310,202203,16,902,825877.8720000001,41177.46
90311,202203,16,903,1263280.38,137992.284
90312,202203,16,904,200518.452,50274.636
90313,202203,17,900,1373771.0999999999,208936.992
90314,202203,17,901,326006.604,29075.724
90315,202203,17,902,414209.88,46709.64000000001
90316,202203,17,903,1352649.336,133200.12
90317,202203,17,904,943017.3840000001,15595.859999999999
90318,202203,18,900,628729.7999999999,31965.624
90319,202203,18,901,1102177.956,69101.34
90320,202203,18,902,93654.67199999999,3808.7999999999997
90321,202203,18,903,717766.188,171507.18
90322,202203,18,904,587841.8759999999,74213.22
90323,202203,19,900,411221.724,30661.92
90324,202203,19,901,917457.396,59431.439999999995
90325,202203,19,902,258152.68799999997,27767.04
90326,202203,19,903,83630.07599999999,71385.84
90327,202203,19,904,783901.56,91049.352
90328,202203,20,900,786424.8720000001,76490.682
90329,202203,20,901,129538.51199999999,9787.199999999999
90330,202203,20,902,1331856.084,157599.636
90331,202203,20,903,2679933.096,214913.60399999996
90332,202203,20,904,713872.896,73187.64
90333,202203,21,900,543898.98,18482.280000000002
90334,202203,21,901,370297.044,99616.32
90335,202203,21,902,1049430.384,64696.692
90336,202203,21,903,221441.328,89880.59999999999
90337,202203,21,904,225050.23200000002,154690.19999999998
90338,202203,22,900,261275.60399999996,40257.18
90339,202203,22,901,986749.572,144180.36
90340,202203,22,902,432180.56399999995,39477.72000000001
90341,202203,22,903,244093.59599999996,28694.916
90342,202203,22,904,1654625.004,138522.3
90343,202203,23,900,290555.34,5859.599999999999
90344,202203,23,901,1858508.052,181202.484
90345,202203,23,902,736894.044,50712.432
90346,202203,23,903,1437648.336,180756.612
90347,202203,23,904,1165537.116,60731.153999999995
90348,202203,24,900,1147886.088,53867.448
90349,202203,24,901,137069.16,8879.124
90350,202203,24,902,735861.852,57081.66
90351,202203,24,903,1795380.3,208174.11599999998
90352,202203,24,904,2716882.224,152930.4
90353,202204,1,900,1282310.256,190827.42
90354,202204,1,901,1115300.76,76655.58
90355,202204,1,902,58060.079999999994,11613.492
90356,202204,1,903,1223160.5159999998,209500.92
90357,202204,1,904,657291.3720000001,33077.16
90358,202204,2,900,143718.99599999998,20743.932
90359,202204,2,901,733391.9159999999,48525.03
90360,202204,2,902,517277.91599999997,13535.04
90361,202204,2,903,499435.296,18693.96
90362,202204,2,904,938898.5039999998,29430.48
90363,202204,3,900,681367.5,151229.98799999998
90364,202204,3,901,181665.96,40826.292
90365,202204,3,902,165400.34399999998,13684.560000000001
90366,202204,3,903,911571.864,164057.1
90367,202204,3,904,626561.172,23965.08
90368,202204,4,900,643861.056,101352.3
90369,202204,4,901,16680.24,2772.0
90370,202204,4,902,894739.2840000001,56879.28
90371,202204,4,903,2062910.352,206354.19600000003
90372,202204,4,904,70045.94399999999,59066.16
90373,202204,5,900,286081.16400000005,15703.679999999998
90374,202204,5,901,799425.2159999999,48406.35600000001
90375,202204,5,902,679060.728,84623.364
90376,202204,5,903,220737.74399999998,65196.6
90377,202204,5,904,1596839.376,215913.72
90378,202204,6,900,241105.812,53181.6
90379,202204,6,901,807255.18,79830.3
90380,202204,6,902,631629.4199999999,33972.66
90381,202204,6,903,255898.764,17092.896
90382,202204,6,904,150847.68,103642.5
90383,202204,7,900,182685.78000000003,16426.944
90384,202204,7,901,726829.2839999999,41362.920000000006
90385,202204,7,902,181186.11599999998,29436.036000000004
90386,202204,7,903,468788.12399999995,36833.04
90387,202204,7,904,850659.144,80146.56
90388,202204,8,900,277571.88,11161.62
90389,202204,8,901,692859.708,160762.78799999997
90390,202204,8,902,732010.4759999999,52365.576
90391,202204,8,903,537953.364,119269.5
90392,202204,8,904,398374.46400000004,75018.59999999999
90393,202204,9,900,656409.156,67971.0
90394,202204,9,901,1064196.024,141242.65199999997
90395,202204,9,902,2062059.204,100482.59999999999
90396,202204,9,903,1216817.484,135990.936
90397,202204,9,904,2044376.0039999997,91737.72
90398,202204,10,900,210525.636,37242.12
90399,202204,10,901,495179.172,41139.96
90400,202204,10,902,80695.608,5890.56
90401,202204,10,903,786521.34,104306.27999999998
90402,202204,10,904,963063.024,21932.73
90403,202204,11,900,93656.95199999999,5653.1939999999995
90404,202204,11,901,228598.34399999998,5350.248
90405,202204,11,902,1198635.384,82532.388
90406,202204,11,903,893845.62,111586.26
90407,202204,11,904,1089841.284,47396.78999999999
90408,202204,12,900,697693.6079999999,178497.36000000002
90409,202204,12,901,1017987.324,84436.92
90410,202204,12,902,924210.444,116331.9
90411,202204,12,903,513911.65199999994,47416.973999999995
90412,202204,12,904,661781.4600000001,131187.096
90413,202204,13,900,869234.28,58951.956000000006
90414,202204,13,901,24832.535999999996,514.44
90415,202204,13,902,589389.0599999999,40311.060000000005
90416,202204,13,903,421089.89999999997,37884.0
90417,202204,13,904,411496.728,116007.024
90418,202204,14,900,606790.356,79673.232
90419,202204,14,901,133516.94400000002,117669.36
90420,202204,14,902,579247.152,49510.403999999995
90421,202204,14,903,3076835.244,148366.62
90422,202204,14,904,83784.64799999999,16477.02
90423,202204,15,900,269087.784,40192.548
90424,202204,15,901,1427677.896,187458.24000000002
90425,202204,15,902,379402.272,10500.480000000001
90426,202204,15,903,1021107.1560000001,66665.538
90427,202204,16,900,1246161.24,115459.47
90428,202204,16,901,927840.444,124426.92
90429,202204,16,902,939562.032,46568.7
90430,202204,16,903,1527567.264,160389.636
90431,202204,16,904,670585.752,77435.88
90432,202204,17,900,1435826.448,143483.604
90433,202204,17,901,768580.032,64658.82000000001
90434,202204,17,902,507312.012,18770.399999999998
90435,202204,17,903,378068.844,42385.95
90436,202204,17,904,526657.2840000001,53778.48
90437,202204,18,900,746535.312,59886.36
90438,202204,18,901,767308.824,111826.2
90439,202204,18,902,111999.996,9895.199999999999
90440,202204,18,903,1746406.3560000001,102985.914
90441,202204,18,904,438557.22,42660.15
90442,202204,19,900,263799.3,47701.296
90443,202204,19,901,649442.208,37554.96
90444,202204,19,902,695281.56,62197.367999999995
90445,202204,19,903,267728.34,22917.48
90446,202204,19,904,358039.99199999997,45260.075999999994
90447,202204,20,900,208353.672,13304.160000000002
90448,202204,20,901,916991.472,69591.246
90449,202204,20,902,1246983.096,48435.060000000005
90450,202204,20,903,25265.735999999997,2444.1600000000003
90451,202204,20,904,867664.0320000001,148944.06
90452,202204,21,900,1294726.536,155800.338
90453,202204,21,901,1108700.976,96323.892
90454,202204,21,902,575949.84,65945.93999999999
90455,202204,21,903,1413661.944,63720.6
90456,202204,21,904,685254.7200000001,16444.044
90457,202204,22,900,1041755.7239999999,98456.53199999999
90458,202204,22,901,655779.852,69846.96
90459,202204,22,902,888863.112,32561.699999999997
90460,202204,22,903,546182.58,135781.56
90461,202204,22,904,233459.712,20900.58
90462,202204,23,900,721503.444,128244.42
90463,202204,23,901,923711.7119999999,141479.94
90464,202204,23,902,799776.348,119451.47999999998
90465,202204,23,903,109003.596,16229.88
90466,202204,23,904,670009.824,249500.22
90467,202204,24,900,206784.624,18557.64
90468,202204,24,901,283326.02400000003,23055.360000000004
90469,202204,24,902,241338.74399999998,16615.5
90470,202204,24,903,292206.636,139596.3
90471,202204,24,904,425239.38,96213.9
90472,202205,1,900,126419.832,17768.46
90473,202205,1,901,184932.528,19852.319999999996
90474,202205,1,902,274299.324,51952.78799999999
90475,202205,1,903,1727630.472,125093.352
90476,202205,1,904,98280.54,14919.0
90477,202205,2,900,418068.612,48030.6
90478,202205,2,901,231900.732,17010.24
90479,202205,2,902,270001.812,23502.264
90480,202205,2,903,463774.77599999995,28824.828
90481,202205,2,904,761046.708,107005.26
90482,202205,3,900,645416.316,37275.372
90483,202205,3,901,579506.556,58981.296
90484,202205,3,902,1349689.416,51548.64000000001
90485,202205,3,903,309352.464,29553.359999999997
90486,202205,3,904,949983.5759999999,133088.628
90487,202205,4,900,383091.84,22181.507999999998
90488,202205,4,901,624542.868,112811.04000000001
90489,202205,4,902,239931.41999999995,27848.16
90490,202205,4,903,444534.684,22818.0
90491,202205,4,904,557221.1159999999,134854.83
90492,202205,5,900,770341.308,57312.264
90493,202205,5,901,930601.2119999999,70472.41799999999
90494,202205,5,902,1277772.312,144188.03999999998
90495,202205,5,903,1105952.148,69925.37999999999
90496,202205,5,904,915784.2960000001,60356.892
90497,202205,6,900,784015.4159999999,110707.70999999998
90498,202205,6,901,621194.304,67098.59999999999
90499,202205,6,903,1109420.16,106937.7
90500,202205,6,904,218458.944,64452.407999999996
90501,202205,7,900,445964.58,92297.27999999998
90502,202205,7,901,201614.38799999998,17502.468
90503,202205,7,902,528282.12,26526.48
90504,202205,7,903,520287.636,59632.08
90505,202205,7,904,538998.624,59000.03999999999
90506,202205,8,900,867039.9839999999,72482.154
90507,202205,8,901,574404.7559999999,43330.799999999996
90508,202205,8,902,301195.092,13348.26
90509,202205,8,903,758916.4319999999,187540.044
90510,202205,8,904,1180968.504,144065.916
90511,202205,9,900,858181.8599999999,27604.344
90512,202205,9,901,383615.77200000006,24166.2
90513,202205,9,902,1260908.6639999999,78161.76
90514,202205,9,903,959375.3279999999,57342.84
90515,202205,9,904,1397657.2680000002,76209.78
90516,202205,10,900,89622.18,22120.8
90517,202205,10,901,470418.67199999996,36664.68000000001
90518,202205,10,902,858711.12,83776.32
90519,202205,10,903,132498.552,7831.98
90520,202205,10,904,1482776.5080000001,98677.43999999999
90521,202205,11,900,289026.12,41018.46
90522,202205,11,901,212110.62,9753.6
90523,202205,11,902,438067.16399999993,57655.32
90524,202205,11,903,1721951.4,145354.98
90525,202205,11,904,392853.78,23990.34
90526,202205,12,900,180276.084,28642.559999999998
90527,202205,12,901,852990.144,62039.628
90528,202205,12,902,703782.792,81311.68800000001
90529,202205,12,903,1216551.444,68707.46399999999
90530,202205,12,904,243011.45999999996,19565.628
90531,202205,13,900,1324703.208,199460.1
90532,202205,13,901,803737.6320000001,31805.412
90533,202205,13,902,88512.84,8076.167999999999
90534,202205,13,903,921949.572,81594.91799999999
90535,202205,13,904,442260.312,61611.69
90536,202205,14,900,468926.496,24439.44
90537,202205,14,901,190808.84399999998,16776.12
90538,202205,14,902,103793.96399999999,5263.0199999999995
90539,202205,14,903,897025.176,77265.564
90540,202205,14,904,363872.07599999994,24187.74
90541,202205,15,900,231166.908,22399.992
90542,202205,15,901,1120525.656,135021.0
90543,202205,15,902,1188032.196,120027.12
90544,202205,15,903,1759207.728,88963.03199999999
90545,202205,15,904,1026362.3159999999,24163.152
90546,202205,16,900,400909.83599999995,115973.706
90547,202205,16,901,973044.9720000001,108919.87199999999
90548,202205,16,902,1248313.98,84720.48
90549,202205,16,903,900112.1039999999,51948.575999999994
90550,202205,16,904,416639.14800000004,43953.84
90551,202205,17,900,908318.2559999999,82799.664
90552,202205,17,901,925347.576,84263.412
90553,202205,17,902,195207.43199999997,11034.960000000001
90554,202205,17,903,1442595.084,163424.58
90555,202205,17,904,236369.4,103947.23999999999
90556,202205,18,900,353706.84,17246.952
90557,202205,18,901,986002.416,193647.85799999998
90558,202205,18,902,649479.024,19712.280000000002
90559,202205,18,903,640317.312,27246.75
90560,202205,18,904,256046.24399999998,86293.92
90561,202205,19,900,288946.98,75674.09999999999
90562,202205,19,901,889205.304,63809.364
90563,202205,19,902,500717.256,49976.28
90564,202205,19,903,863511.12,99496.428
90565,202205,19,904,1224971.028,63959.945999999996
90566,202205,20,900,508218.7079999999,74337.72
90567,202205,20,901,1298523.612,168989.87999999998
90568,202205,20,902,640889.304,30942.84
90569,202205,20,903,828981.996,53786.508
90570,202205,20,904,23642.964,2220.48
90571,202205,21,900,806202.084,30137.58
90572,202205,21,901,351689.724,20119.559999999998
90573,202205,21,902,817722.78,87998.4
90574,202205,21,903,1493757.324,121343.45999999999
90575,202205,21,904,1255118.328,109591.56
90576,202205,22,900,1054570.956,133902.204
90577,202205,22,901,871057.6079999999,131702.718
90578,202205,22,902,378590.784,54872.376
90579,202205,22,903,580119.216,254599.11599999998
90580,202205,22,904,250404.19199999998,147281.52
90581,202205,23,900,663900.516,59520.479999999996
90582,202205,23,901,623992.848,63316.02
90583,202205,23,902,1182044.6879999998,126790.01999999999
90584,202205,23,903,145508.292,31854.6
90585,202205,23,904,725496.2999999999,38117.52
90586,202205,24,900,206321.256,22269.852
90587,202205,24,901,928909.4639999999,128173.21199999998
90588,202205,24,902,339857.928,47427.96
90589,202205,24,903,44574.864,17277.12
90590,202205,24,904,401166.44399999996,35363.88
90591,202206,1,900,95795.664,5811.36
90592,202206,1,901,440941.872,25855.272
90593,202206,1,902,903154.08,62190.935999999994
90594,202206,1,903,290255.23199999996,23074.559999999998
90595,202206,1,904,524490.252,55535.46
90596,202206,2,900,815904.8879999999,36852.006
90597,202206,2,901,726690.768,112329.3
90598,202206,2,902,374362.644,57734.46
90599,202206,2,903,760629.576,39791.484
90600,202206,2,904,407316.012,14481.3
90601,202206,3,900,471996.61199999996,90034.02
90602,202206,3,901,397485.4799999999,27378.960000000003
90603,202206,3,902,1140039.0119999999,147544.56
90604,202206,3,903,661212.3720000001,63595.02
90605,202206,3,904,297577.464,84661.95
90606,202206,4,900,817906.4639999999,80483.16
90607,202206,4,901,450528.144,26584.56
90608,202206,4,902,936788.604,73434.54000000001
90609,202206,4,903,1026101.6399999999,85721.79
90610,202206,4,904,946323.624,58548.060000000005
90611,202206,5,900,701543.6159999999,158905.25999999998
90612,202206,5,901,221402.94,41432.03999999999
90613,202206,5,902,69819.144,11301.3
90614,202206,5,903,989921.9279999998,169151.61599999998
90615,202206,5,904,818036.0639999999,206435.55
90616,202206,6,900,437721.588,102233.4
90617,202206,6,901,823322.16,63862.5
90618,202206,6,902,836738.412,110285.64
90619,202206,6,903,701721.7799999999,88264.00799999999
90620,202206,6,904,1449338.064,148452.576
90621,202206,7,900,386398.176,49257.0
90622,202206,7,901,1082104.8839999998,105311.466
90623,202206,7,902,983089.776,44045.03999999999
90624,202206,7,903,470311.068,51853.26
90625,202206,7,904,460387.84799999994,39943.13999999999
90626,202206,8,900,434030.91599999997,71367.3
90627,202206,8,901,300656.86799999996,26793.3
90628,202206,8,902,343770.552,47399.1
90629,202206,8,903,810141.8879999999,139927.32
